id,logit_joy,logit_fear,logit_anger,logit_surprise,logit_sadness,logit_disgust
0xa684ed,-1.1443253,-2.2533755,0.5847521,-2.2525482,5.221991,-1.9118605
0x9ffa50,8.522279,-2.1508858,-0.78281075,-0.80690694,-1.418052,-2.1186085
0xc3d5d0,1.9991548,4.167741,0.8462055,-1.1069572,-3.0453005,-2.2405074
0x4452be,6.5585775,-3.0580862,-0.3689643,0.54860693,-1.0589179,-3.1217666
0x3733cc,-0.592604,-1.4432714,2.7648745,-2.5773451,-0.61412764,2.117029
0x6dc138,-1.6762166,-2.801907,5.7314377,-2.4175453,-1.4619213,1.6637263
0xa7e1db,7.57734,-2.9916813,-0.6544605,-0.14212246,-1.2740093,-2.7106473
0xb1467f,-1.5358522,-2.106418,7.270423,-2.3877637,-2.1118207,-0.41970336
0xf56b3a,6.3209786,-1.8002839,-1.2993257,0.078339055,0.31339768,-3.8488646
0x2951fd,4.9997044,-3.3731341,-1.6253111,4.603716,-1.8022488,-2.9781606
0xebd883,3.361764,-4.183698,-0.04193195,2.1849256,0.41792297,-3.8879497
0xb94c71,-1.6983964,-2.2662666,6.611439,-1.8282645,-1.4033141,-1.0979501
0x42927f,1.5414504,6.0727477,-1.7695383,-2.0552065,-1.6144648,-1.5300218
0xe30b0a,-1.1025678,-2.673693,1.6594677,4.2264886,-1.6828368,-2.1035569
0x5fe9fc,-1.1644032,-3.884404,5.7113256,-2.3872108,0.56899166,-0.14832586
0x7a836d,-0.45535323,-3.288927,-1.3714448,3.7163377,3.6366153,-3.3179243
0xa860d2,7.858823,-0.68481004,-0.6198011,-1.8079164,-1.6610819,-1.7154795
0xdf4fd3,-1.3137256,-2.3504264,6.5696282,-3.0218601,-0.93146795,-0.2280765
0xf864aa,7.952603,-2.6795979,-0.49771655,-0.7963436,-0.6863266,-2.630708
0x4e6195,8.217711,-1.7892752,-0.7858527,-0.7739873,-1.0912019,-2.482719
0xc13026,6.58467,-3.896374,-0.55702394,-0.20169613,-0.24257573,-2.5308123
0x1b7f25,8.250927,-2.351815,-0.7687644,0.3249205,-1.8265347,-2.8568158
0x6fb546,-1.3689978,-2.5107725,-0.39869657,-0.30512,5.4426236,-2.0738292
0x059c10,-0.1830134,-3.3977892,6.637011,-2.6553369,-1.3178415,-0.38934216
0x51f3bf,6.9128337,-3.5927188,-0.45802593,1.3402534,-0.86351746,-2.969726
0x4bbf3a,7.806557,-2.298277,-0.8726415,-1.7231381,-0.3650433,-1.4955542
0x05299c,7.0625243,-3.086245,-0.11324356,-0.3911104,-1.0282483,-2.684516
0x27d4cf,5.7542324,-2.4153066,-1.3076835,-2.4017208,2.5578818,-1.9821464
0xa8ddea,-1.1207268,-2.406519,7.270889,-2.0186284,-2.2423863,-0.93302023
0x2045e7,6.9608083,-3.488107,-0.24059668,-1.9528669,0.9169636,-2.718653
0x16a0b4,8.309073,-2.4753568,-1.1149163,0.24767005,-1.3955305,-2.7613008
0x9e8d80,-2.454752,-1.4820067,6.9492817,-2.1028152,-1.9835186,-0.31555966
0x8a5bba,-1.3522413,-0.790936,6.030874,-2.2409377,-2.01881,-1.0753852
0x5b7bb0,-1.0707009,-1.0789473,-0.4886496,6.6572185,-2.5392745,-1.3260003
0xa4aceb,3.639253,-3.5542085,2.2057076,-0.31410947,-1.0533142,-1.7760658
0x64f2c9,0.22479951,-2.870528,4.600326,-2.959937,-0.6247203,1.1404444
0x221655,-1.5408013,-1.7203687,6.234867,-2.7852614,-2.6175952,1.569514
0x73da60,1.5583823,0.065933935,0.6420044,1.2888261,-1.372458,-2.9307218
0x99625d,-0.41272417,-0.74340475,-1.5718229,6.987122,-2.3557837,-1.2944928
0xab9709,6.668198,-2.5332267,0.51224416,-0.9573645,-1.7301768,-2.4930227
0x37f893,-1.405832,-3.5380216,5.658329,-1.7452377,0.6047014,-1.1881101
0x98ee0d,7.224956,-0.74733377,-0.34236795,-1.7528068,-1.0468379,-2.1181881
0xdc8831,-0.5430243,-1.0529488,-1.0624174,6.9583745,-2.2716925,-1.5948447
0x75cff9,8.503918,-2.040411,-0.9565381,-0.5844033,-1.5872253,-1.8046666
0x0ee0ce,-1.1072856,-3.7550576,5.7336006,-2.7194605,-0.64149827,1.6594634
0xc5d418,-1.7978758,-1.9390562,5.697038,-3.2982464,-1.5565014,2.1733694
0x43c90d,-1.0463803,-2.4011092,6.3637147,-3.2006536,-0.58793163,-0.9730525
0xb73407,-0.2734912,-1.2961464,-1.2087382,6.756515,-2.4923139,-1.2978108
0x05d5f8,6.3508554,-2.2705762,0.5510554,-2.5445592,-0.9456943,-0.27230546
0xdea934,8.074016,-2.9927435,-0.56168604,-0.062334392,-1.5153381,-2.4689178
0x6ffc24,1.5623369,-2.4149115,-1.4817014,-0.9606257,5.8104,-3.5314717
0x87f385,8.527448,-2.2567034,-0.61726624,-0.7975267,-1.3900054,-2.2849433
0xd0683f,0.15173204,-2.3722036,1.4628735,1.1324728,-0.03903189,-2.4319136
0xbf5569,-0.45655924,-1.1487423,-1.4428464,7.1084256,-2.467442,-1.1920561
0xdde0df,0.11330161,-3.1353834,6.291879,-1.7467692,-1.4744861,-2.0173428
0x49f0ef,-1.3998668,-2.113753,-0.13810945,-2.4939125,5.625044,-1.2742752
0x5edb8e,8.40027,-2.4332416,-0.87463146,-0.41008252,-1.6358745,-2.1382344
0x2bedef,0.22703359,-2.293183,-1.0795286,6.823083,-1.4971765,-2.3661337
0x490c66,-0.00052235357,-3.5099597,6.01192,-3.1906102,-0.78087044,0.6425637
0x9cba15,-1.1770413,-1.877802,-0.28652322,6.509517,-2.142089,-1.8148805
0x418f4f,-1.0213155,-3.664024,2.3138127,-0.96564907,4.277389,-2.9367836
0x408e9f,-0.96177274,0.8134208,-1.5106555,-2.00367,4.731876,-2.2128437
0xa93fcf,-0.18866004,-2.0172453,-1.1290562,2.0612972,3.9214551,-4.2877016
0xe7094e,6.6256685,-3.0374513,0.5019848,-1.153578,-1.2305007,-2.398388
0x074034,-0.6131108,-3.8256946,6.13837,-2.6925805,-1.1714716,0.38295352
0xb154a7,8.45511,-2.395419,-0.8733468,-0.6853882,-1.2422668,-2.3794088
0x544ffa,7.6170216,-3.5921755,-1.076256,0.11189673,-0.324912,-2.7297695
0xf71809,8.380891,-2.8621786,-0.70302,-0.37865204,-1.3493633,-2.1428413
0x2ec205,7.185792,-3.0484543,-0.012449384,-1.2480259,-1.2404484,-1.729862
0x14a19b,8.165851,-2.9947357,-0.35864738,-0.6990394,-1.5320579,-2.242573
0x10b421,7.4875164,-3.0950038,-0.89065963,1.3211801,-1.685497,-2.908916
0xf587af,8.320584,-1.7052778,-0.819924,-1.4656059,-1.34115,-1.5198548
0xff2aa9,-1.8751937,-3.4584742,5.7309427,-0.39500648,-0.6983045,-1.371396
0x205188,7.590598,-2.9673789,-0.64870435,0.60037744,-1.4825853,-3.0383115
0x669563,-2.0106125,-3.3780081,6.0854874,-2.5284398,-0.24233054,0.32949334
0xd6272b,-1.0847775,-2.386181,7.14997,-3.115677,-2.1592822,0.4752012
0x58001d,7.713845,-2.386783,-0.31422687,-0.7638191,-1.6191622,-1.611883
0x792c8f,0.39562425,-3.557303,5.3922415,-2.7208164,-0.53742,-0.48926258
0x0fd050,0.27910006,-1.5667634,-1.6121283,7.229605,-2.379049,-1.396483
0xc47eb1,-0.53332436,6.7003613,-1.2362944,-3.0812955,-1.756468,0.6854522
0x78b95e,-2.1299639,7.2320614,-0.15948766,-1.3291975,-2.1521194,-1.4146535
0x852cf0,7.405692,-3.3249285,-0.6067177,-0.38135985,-0.93158007,-2.078268
0x8e2c04,8.255616,-1.4479957,-0.7571669,-0.89324033,-1.7117493,-2.5031452
0x4018f2,-0.32191312,-3.5169742,6.200532,-2.7104378,-0.3881811,-0.6555474
0xde5761,-0.694512,-2.5489926,5.9483285,-3.341394,-0.81786466,0.43025374
0xbe86a8,-1.6985596,-2.5865185,6.689329,-1.9279559,-0.865853,-1.7364453
0xbe605a,8.4476185,-2.4806733,-0.6122384,-0.8268578,-1.2535385,-2.3109741
0xfbdd46,8.459314,-2.279056,-0.90497214,-0.74646914,-1.1629329,-2.2804477
0x73400d,-0.81954753,0.26799172,-1.025268,6.2300806,-1.8246734,-2.3695943
0x64e967,5.0518966,-4.1901617,-1.0266659,3.4286284,-0.69893473,-3.5827756
0xfbe65c,-2.086403,7.355344,-0.32639718,-2.1888413,-1.2103757,-1.3641816
0x968dce,-0.9899159,-2.8417566,7.089992,-2.35529,-1.8150709,-0.4073936
0x6c69af,0.61680794,-0.72370094,-1.1150069,-1.0358647,4.562837,-2.9252536
0x86b76d,7.0852118,-2.63468,-1.2969307,1.609545,-1.8217891,-2.840855
0xa8cf08,7.4914923,-1.9830275,-0.20626861,-0.57510626,-1.5539085,-2.488422
0xceef97,8.505112,-2.3738832,-0.67041796,-0.5079343,-1.6085043,-2.3733156
0xd1eed8,-0.8109638,-1.2038758,-0.18512301,6.5763197,-2.5323622,-2.0220165
0xeba3a8,-0.89826816,-2.974328,0.2845557,-1.9450471,5.8200674,-1.5465798
0xd0f5d5,-1.2848073,-3.0101483,6.4181724,-2.8230093,-0.5556565,-1.2767137
0x1e96fb,8.263817,-2.069695,-0.39914882,-1.6047763,-1.4164053,-1.6119232
0xc38233,8.214111,-2.5250113,-0.065876596,-1.4472653,-1.2670797,-2.1835387
0x0a184d,0.25765273,-2.856589,1.7159559,0.48054945,1.2129511,-1.271315
0xcd19fd,-0.874524,-1.6332265,6.2234135,-2.2675743,-1.9409696,-0.20362508
0xc68686,-2.0320494,-1.2255071,3.1945086,-2.0941234,-1.9485393,3.1027799
0x5a573f,-1.7989959,-2.643714,3.603303,-1.2672678,-1.8296093,3.0838046
0xd1a1cf,8.38833,-2.1573591,-0.49264055,-0.9174362,-1.467048,-2.1747024
0xd0631d,8.198194,-2.901198,-0.89943945,-0.14665985,-0.82339776,-2.6925638
0xd13f87,1.3016208,-3.461563,3.903874,-2.7943199,-0.15871781,0.3432076
0x198d4f,-1.036865,-1.1199943,-0.7361284,6.7483854,-2.5609264,-1.2282354
0x1fee23,-0.51366186,-2.2852314,7.059024,-2.0837355,-2.440861,-0.715562
0x10df8e,8.16371,-3.0277731,-0.354068,-0.53438026,-1.4748516,-2.1714551
0xcb0092,7.9268994,-3.203227,-0.3881592,-0.5984871,-1.1516811,-2.2036998
0x4813c2,-0.9381727,-1.9904822,0.45901144,-1.9103265,-1.0268147,5.6886683
0x5f6a35,-1.2315762,7.0746055,-0.7735056,-2.3468864,-1.2423146,-1.6796094
0xb95901,-0.7697828,-3.2188966,6.490181,-1.63184,-0.8119287,-1.7536234
0x0ca190,-1.0975938,-3.8075812,5.3998175,-3.5190084,0.62172,1.2381809
0x75ce0b,2.097659,-2.7270277,-0.92516613,5.982434,-1.4597872,-3.0529182
0x9f278a,7.621156,-3.5331967,-0.9011749,0.6322317,-1.209659,-2.747915
0xf3c403,8.201619,-1.6876233,-0.5126448,-0.3705554,-1.5304185,-2.66213
0x6e0bd5,8.039207,-3.104634,-1.242959,1.0292668,-1.1404862,-2.8884127
0x59b3f9,-0.26475033,-3.1705737,6.297458,-1.3673381,-1.513188,-1.6971819
0x572251,-1.0245804,-2.4328408,7.2655363,-2.0956569,-2.251081,-0.9133076
0x79b00b,6.9331026,-2.4462867,-1.4107739,1.0791112,-0.40605098,-3.6570704
0xb097bf,7.591119,-2.841249,-0.097475134,-0.9033459,-1.6119673,-1.912766
0x9178d4,7.8295865,-2.3593917,-0.7874191,0.048082396,-1.2195181,-2.875247
0x3c5fc7,0.29967916,-2.2536392,-0.08188466,6.633633,-2.6910539,-1.4577355
0xf26f89,7.374874,-2.9903758,-1.0551589,1.1640856,-1.2695289,-3.1887267
0xa54cfc,8.401599,-2.0736759,-0.67869186,-1.467155,-1.2476304,-1.5414894
0x67905b,-2.3984284,2.1510146,-0.10791215,-1.6662985,1.475249,0.057647917
0x5af6d0,0.2779361,-1.7225727,-1.4120889,6.9551806,-1.4687982,-2.7126632
0x840917,4.5599833,-0.2521488,-0.14015494,-1.5242441,-0.57512456,-2.6910737
0x67fb20,-1.3576603,-0.81854975,1.1735095,-0.29592204,3.2157903,-3.053756
0x62cc7f,8.056488,-1.9582165,-0.77357936,-1.5489323,-1.2051134,-1.691029
0x35005f,-0.6185906,-0.9392978,-0.8333332,6.8723884,-2.7107286,-1.2204909
0xf6c2e2,8.391762,-2.660769,-1.0256302,-0.2389857,-1.009341,-2.310951
0x2d5cc8,8.160347,-2.9569616,-0.39183685,-0.15626441,-1.2762293,-2.671302
0x5ed608,-2.0395,-1.7589571,7.0504956,-2.100422,-2.2366943,-0.4617961
0x477e0a,-0.22042447,-1.5903769,0.49823684,5.972126,-3.0721102,-1.4013758
0x436609,7.9079823,-3.1960886,-0.8199355,-0.83788174,-0.57235754,-2.0538952
0x78513e,6.6039023,-2.4783697,-1.4573793,1.3029946,-1.1628637,-2.7724698
0x66a10a,7.966343,-2.8438609,-0.12499418,-1.6348876,-1.0119623,-1.8942112
0x825df6,7.754325,-2.6856937,-0.4128141,0.007728399,-0.9288905,-3.2762806
0x76dde6,-1.9542948,-1.42683,-1.2328436,-2.2221508,4.5312886,1.044862
0xc3431d,7.9487457,-1.2156409,-1.2397212,-1.1203359,-1.4234602,-2.5395436
0x006977,8.298984,-2.677525,-0.768734,-0.14810054,-1.4454765,-2.5717804
0x7630df,7.340706,-2.7611616,-0.25283474,-0.9014377,-1.2135886,-2.5128675
0xbcd811,8.442597,-2.1171708,-0.7218995,-0.6522916,-1.594853,-2.3550072
0x1c34df,-0.5600393,-3.676375,0.07725821,-1.3773645,5.702,-1.2159523
0xd55df2,7.029975,-2.827728,0.15611282,-0.7451534,-1.250206,-2.3491688
0xe2569f,8.202715,-2.6993873,-0.6485204,-0.8154784,-1.353908,-2.028236
0xee43dd,0.18724452,5.6985106,-2.3528042,-0.73607576,0.15998614,-2.3196886
0x73530a,8.498731,-2.5650442,-0.57944053,-0.7148334,-1.2777994,-2.2796137
0x1a3afc,5.440258,-2.2173703,-0.5079078,-2.6698422,-0.7002574,1.1884204
0x859232,-1.0645576,0.82192284,-2.1535501,-3.573409,4.921261,0.5488633
0x537154,7.119121,-1.8787065,-0.65855205,0.38256216,-1.6521095,-2.9177256
0x442893,7.913872,-1.8244779,-0.5260279,-0.4517827,-1.6512263,-2.6025796
0xc52081,-2.6377976,-1.703233,1.8746395,-3.725288,3.2325277,1.785849
0x149fc5,-1.8845426,-3.0217733,6.013212,-1.2875996,-0.2463633,-1.9618533
0x8456e6,6.9740076,-3.2733994,-0.6136782,1.2055736,-1.8317531,-2.458522
0x3dceb6,8.231275,-2.950624,-0.8505527,-0.032749854,-1.3626893,-2.692489
0xf8560b,-0.4350821,-3.36546,-0.55532384,-1.8165693,6.34364,-1.1976107
0x7f9e73,6.9513316,-3.1638346,0.5928667,-0.28168246,-1.4468585,-2.5635247
0x17df9a,-0.6368113,-1.4347509,-2.260198,-1.3766075,6.3995814,-1.1647385
0x6ac67f,2.0131624,-2.2226152,-1.1398028,6.3655696,-2.4844294,-2.480238
0xa86fdc,2.3636227,-0.35274404,1.3651876,-2.3991911,-0.7316318,-0.7377485
0x2d74e7,8.381215,-1.2530354,-0.87897825,-1.1982995,-1.522359,-1.8401821
0x0c14d5,-1.7365344,-2.9421136,5.517496,-2.8133793,0.08131111,0.5278229
0x17d5b2,8.196522,-2.8998127,-0.35847944,-0.80955696,-1.2349511,-2.3632965
0xe578d1,-1.6869327,7.2962403,-1.2222923,-2.3557968,-0.21818517,-1.783285
0x376df7,8.009812,-2.1397855,-1.1736557,0.010618663,-1.6742185,-2.089346
0xad44b5,7.583015,-3.3306186,0.18210188,-1.5177919,-0.801375,-1.427643
0xf84c46,-1.0680208,-3.3505144,6.73608,-2.0312624,-1.3841585,-0.35254508
0x2cf8f4,-1.3240983,-1.2726586,1.0405962,-2.653506,2.840331,0.8046376
0x10e18a,-1.2366856,-2.151232,6.467476,-3.290099,-2.276575,1.9723641
0x2aaf57,7.971506,-2.0049064,-1.4718689,0.27361095,-1.0299896,-2.9813364
0x13ec1e,7.791128,-1.9125955,-0.45222282,-1.9082497,-0.19937679,-2.321239
0xb7d0ae,7.0183697,-2.938622,-0.035304744,0.6868301,-1.7017955,-2.8407886
0xcabadb,8.559829,-2.0618598,-0.64079946,-0.89481306,-1.5607486,-2.2411182
0xe123da,-1.2163033,-1.7386786,1.3333876,0.6508651,0.9608956,-1.5705785
0x517238,8.186213,-1.8105032,-0.6015785,-1.1899592,-0.9874772,-2.5272882
0x4343be,8.273575,-2.0674126,-1.0499774,-0.5663843,-1.2777778,-1.8489535
0x5c0a8d,-1.6091568,-3.5407176,6.0776935,-1.3382653,-0.6732642,-0.6343053
0xb1c334,7.9780736,-2.0202496,-0.40317526,-1.1516887,-1.7117182,-1.3099134
0x764d52,-1.3626922,-2.3396797,-1.1085628,-1.1998236,5.718657,-0.8126429
0xe64667,-0.9074668,-3.0050263,6.4364753,-2.540542,-0.7412644,-1.4657379
0x53b078,7.1144247,-3.7985163,0.17328006,-0.17747846,-0.800688,-2.9174726
0xcd3b72,1.5393829,-2.2268863,-1.2216026,6.069546,-0.9978032,-3.302447
0x78d504,8.273413,-1.6897107,-1.0671436,-1.4719872,-1.0944338,-1.228581
0xe862f9,7.976165,-2.669128,-0.4663755,-0.6693089,-1.0826427,-2.6391711
0xe9d943,7.983783,-1.675798,-0.5167587,-2.172898,-1.1208278,-0.7825197
0x94ce3a,-1.511751,-3.444795,6.314943,-1.9055728,-0.3506884,-1.4577388
0x50fede,1.37122,-2.6615908,4.3062067,-3.7312818,-1.5107757,2.1215723
0x5377b9,-1.1131148,-1.515079,0.041732706,-1.9912274,-0.78242886,5.5743356
0xe20497,-0.1096156,-2.9187145,6.442621,-3.3181987,-1.3244754,0.9162063
0x05febd,-1.8414537,-3.735733,4.9069204,0.03736867,-0.599641,-0.31324583
0xeba6cd,4.78515,-4.1459317,1.4780232,0.42271543,-0.79638606,-2.7670577
0x8b4b93,7.73864,-2.1950102,-0.83229476,-1.0135049,-0.93135667,-2.444583
0x2cd89c,8.037537,-2.4725704,-0.04692237,-1.6837474,-1.2873595,-1.9679307
0x70be1c,6.6489964,-0.86218196,-1.4987313,-1.3946544,0.48139408,-3.399002
0x6c393e,7.6104016,-3.1788964,-0.7325427,0.37129107,-1.3074737,-2.8932743
0xc47fb7,8.088424,-2.7862608,-1.2733102,0.33770552,-0.79475796,-2.832877
0xc734e3,7.063035,-3.676041,0.8862116,-1.1240996,-1.0468526,-1.9420843
0x86b422,6.125751,-2.71983,0.22842996,-0.4652117,-1.5702178,-1.9262826
0x465dee,-0.18272743,-2.323712,5.9576135,-2.8687375,-1.1264895,-0.34553447
0x2cde72,-1.0438806,-3.8761153,5.80761,-2.1613839,-0.39697808,-0.44856414
0xcbe987,8.41849,-2.2688632,-1.1027873,-0.36885205,-1.272792,-2.4076781
0xc4a9b6,7.3004146,-2.9244614,-0.22310151,-0.50997394,-1.1141609,-1.863217
0xd2939c,5.413141,-3.6497598,0.35000768,1.0186919,-0.7918532,-3.031781
0x7630e1,8.489631,-2.3742168,-0.4426491,-0.9506726,-1.4506364,-2.1870737
0x146565,-1.7720423,-2.798629,4.6426673,-3.0564263,-0.9339053,3.4138865
0xd3f515,-2.5134647,-1.9911121,3.8130326,-2.7126863,0.5814727,1.4175804
0xbe7b91,5.423321,-1.7710197,-1.5798839,2.6526618,-1.4454927,-3.164255
0x253369,6.9225616,-2.415323,-0.05325764,-1.2091777,-1.1927598,-2.1997554
0x294b5b,7.802751,-1.892171,-0.30156535,-1.1563997,-1.5484663,-2.5177164
