id,logit_joy,logit_fear,logit_anger,logit_surprise,logit_sadness,logit_disgust
0x001058,5.441886,-0.93558645,-0.10121912,-2.5860913,-1.7174789,-0.96833044
0x76061e,-0.88272506,-0.12744015,-0.73201096,-1.2098746,4.0152597,-1.0539163
0xedd663,0.6361665,-1.8867079,-1.0268626,4.3341312,-1.147021,-2.672525
0x6c7be0,-0.1632952,-3.4920156,4.305766,0.045389302,-0.3970128,-0.7406485
0x892047,-0.26431957,-1.6767414,1.5491239,-1.5200193,3.2534275,-1.2644504
0x74870b,-1.3435216,-1.8694903,4.3142486,-1.8399001,-0.8232189,0.81706595
0x3d99f1,5.405419,-3.0689304,0.13354093,0.21620174,-1.5123092,-2.6462786
0x08ca86,3.1551855,-3.049855,1.344778,0.5484899,0.34184802,-2.9294918
0x9d65da,6.1492977,-1.8981559,-0.5567007,-1.2652484,-1.4869606,-2.2507496
0xe5f444,6.7990327,-2.3658752,-1.410299,-0.6427239,-1.43731,-2.7573674
0xc6d39f,5.1323705,-2.3489616,-0.29299444,-0.44986922,-0.7760759,-2.3036754
0x4a956b,6.7740135,-2.6851084,-1.3281968,-0.4720065,-1.6295263,-2.5338635
0x3ba5b5,5.112836,-2.9792147,-1.4162138,2.3400767,-1.794581,-3.4041944
0x98ad68,0.27181616,-1.550222,-0.32024646,-0.48363566,4.005761,-2.2602344
0xc4fb7c,6.6632957,-2.4588118,-1.0878444,-0.60879284,-1.6061532,-2.6072323
0xc3f67e,-1.1722035,-2.998451,3.2139904,0.33409244,-0.07662885,0.16504055
0x3e4579,6.5638633,-2.7536488,-1.5782721,0.048443906,-1.2500627,-3.0455697
0x9284d9,5.7262707,-2.0999556,-0.63224185,-0.2509287,-1.2373604,-2.7755513
0xd22ff8,3.5231285,-2.534581,0.03566381,1.1127052,-0.9836336,-2.0910132
0x34e51b,6.8314157,-2.5356941,-1.409195,-0.4241284,-1.5286115,-2.7787468
0xc61d31,4.287568,-2.8285215,-1.7871375,2.8992908,-1.1755538,-3.4710286
0xa684ed,-0.2444985,-2.5576777,3.1831563,-0.7788904,2.0416706,-1.8687848
0x9ffa50,6.7616534,-2.8153114,-0.8089997,-0.5793184,-1.6746829,-2.6056955
0xc3d5d0,-0.7831638,4.26109,1.216246,-2.595933,-2.0897856,-0.54053056
0x4452be,4.854291,-3.1630692,-0.50564945,0.78564876,-0.92389077,-2.6320035
0x3733cc,-0.25569245,-1.8751088,2.4051106,-1.8454033,-0.8630405,1.6676867
0x6dc138,-1.2918417,-2.00866,3.5182066,-0.8690566,-0.19237967,0.27434006
0xa7e1db,6.3349285,-3.020328,-0.50694716,-0.2772776,-1.1028173,-2.8189104
0xb1467f,-1.4187876,-1.7439939,4.6168594,-2.9101496,-0.7739273,1.1863056
0xf56b3a,1.8977112,-1.3614931,0.3824062,-0.6330305,2.2525055,-2.8665953
0x2951fd,2.8927267,-2.7673552,-1.6591994,4.0515594,-1.8174534,-3.0100505
0xebd883,1.5342226,-3.0155466,0.3514711,1.0535563,1.7796202,-2.4027476
0xb94c71,-0.5120642,-2.8787692,4.607646,-0.92446685,-0.091428116,-0.94125444
0x42927f,0.8354857,2.7048311,-1.1149049,0.049544677,-0.9212186,-1.5236952
0xe30b0a,0.949075,-2.7155523,0.7523607,3.4864268,-1.1587337,-2.8327348
0x5fe9fc,-0.5602522,-2.9941928,2.700182,-0.70850027,1.6453408,-0.11227145
0x7a836d,0.27536574,-2.0011895,-1.0183241,0.15414013,3.9351737,-2.3169227
0xa860d2,5.03314,-0.32547316,-0.288457,-2.6839964,-1.7915494,-0.8861087
0xdf4fd3,-1.0014269,-2.6581843,4.7812247,-1.854134,0.15484388,-0.3718512
0xf864aa,6.055814,-2.4790173,-0.5689653,-0.7562326,-0.63008857,-2.789343
0x4e6195,5.76057,-1.5125073,-0.17091824,-1.0101377,-2.125017,-2.2474427
0xc13026,4.07658,-2.8410294,-0.26003742,1.2945435,-0.3949424,-2.891748
0x1b7f25,5.9580703,-2.2062113,-1.7570014,1.0039248,-1.7170894,-3.2201474
0x6fb546,-0.39858815,-1.5492975,1.1606234,-1.0773458,2.1959844,-0.2207008
0x059c10,0.9533383,-3.2762012,4.9635797,-1.8617284,-1.4038672,-0.85737413
0x51f3bf,1.1523668,-1.3326551,0.19292161,1.2097017,0.9350066,-2.5938463
0x4bbf3a,6.632271,-2.535627,-1.0437114,-1.1124523,-1.4113138,-2.226396
0x05299c,5.2412167,-3.1364098,-0.839564,1.276152,-1.393672,-2.876441
0x27d4cf,4.383019,-0.7612027,-1.1602371,-1.884175,0.6460784,-2.226203
0xa8ddea,-1.0141186,-2.736715,5.6532516,-1.1962734,-1.4174476,-0.44303593
0x2045e7,4.819821,-2.419303,-0.35042337,-1.3488526,1.0889742,-2.732764
0x16a0b4,5.999213,-2.9021463,-1.3386261,1.528788,-1.5915569,-3.4543598
0x9e8d80,-2.5049047,-1.3399911,4.751835,-1.7831867,-0.4308559,0.23329276
0x8a5bba,-1.0589241,-1.9461164,3.8966775,-0.072126925,-0.613108,-0.99461854
0x5b7bb0,0.039523404,-1.695424,-1.1275679,5.0064664,-1.562551,-2.8029432
0xa4aceb,1.2365655,-2.0578578,1.77884,0.43544957,-0.19145168,-1.6682533
0x64f2c9,-0.20043996,-1.7627356,2.559078,-0.20965429,-0.2567254,-0.53117466
0x221655,-1.3660156,-0.36157954,3.6826832,-2.4934812,-1.3886328,0.9320147
0x73da60,-1.2820654,-0.28905937,1.4956541,-1.0569205,2.6070862,-1.1711061
0x99625d,0.21419032,-1.4954826,-0.40896112,4.479243,-1.7524087,-2.7626166
0xab9709,4.401799,-2.2350843,0.24547957,-0.12095638,-0.74407995,-2.3306463
0x37f893,2.0547314,-3.6058762,2.1834986,0.5875891,0.5408569,-2.3012471
0x98ee0d,5.8277855,-1.8459187,-0.41964763,-0.6279588,-1.9459239,-2.419811
0xdc8831,1.1358359,-2.2974381,-1.1395656,4.674024,-1.5958592,-3.0020988
0x75cff9,6.812833,-2.295972,-1.124248,-0.91248083,-1.7699025,-2.409278
0x0ee0ce,-1.7906799,-2.711102,4.37754,-1.5829831,-0.60473794,1.4885412
0xc5d418,-1.999871,-1.0237281,3.477094,-3.0984652,0.020874012,1.896201
0x43c90d,2.6307642,-2.519808,2.293103,-2.01813,-0.096260466,-1.2490028
0xb73407,-0.15397793,-1.9888567,-0.7044502,4.919556,-1.9982022,-2.2330365
0x05d5f8,5.305159,-3.41839,0.65248394,0.49573392,-1.6906008,-2.830723
0xdea934,5.1496596,-2.7825398,-1.3952235,1.5350432,-1.4256672,-2.9183264
0x6ffc24,0.32571825,-1.5891004,-1.2081506,-0.5418672,4.047261,-1.8140748
0x87f385,6.9244905,-2.5536747,-1.2188803,-0.45492536,-1.6987622,-2.727899
0xd0683f,0.07363418,-2.4714165,2.0969012,1.2121029,0.097485535,-1.3375672
0xbf5569,0.4574432,-2.221367,-1.1184747,4.9809003,-2.2624753,-2.3022897
0xdde0df,0.3984134,-3.3090446,4.8928137,-0.6624892,-0.9141808,-1.4783688
0x49f0ef,-0.45676336,-2.3673615,1.480798,-0.30622932,3.1788378,-1.6268467
0x5edb8e,5.6574435,-2.374615,-0.5419329,0.21187778,-1.473342,-2.7656126
0x2bedef,0.14938176,-2.3949318,-0.7841774,4.003257,0.34022567,-3.003117
0x490c66,-0.4168027,-3.347284,4.1483035,-1.4716855,-0.26213726,0.5849035
0x9cba15,-0.8807071,-1.7560855,0.21973613,4.6861043,-1.7449458,-2.2780426
0x418f4f,-0.499611,-2.544065,1.083095,0.59705424,2.7955766,-1.6880817
0x408e9f,-0.54461557,-0.5545581,0.46532482,-1.2293037,3.8665433,-1.837122
0xa93fcf,-0.21060541,-2.5714545,0.37876782,0.10361362,3.8685257,-2.139563
0xe7094e,4.3054214,-2.4394255,0.36611828,0.7653846,-0.9959392,-2.8633058
0x074034,1.1143922,-3.111024,3.366254,-1.5797845,-0.11176805,-0.44373405
0xb154a7,6.622492,-2.7091334,-1.2417107,-0.2683137,-1.3737149,-2.8135278
0x544ffa,4.1332126,-2.932873,-0.18317871,0.26715866,0.54418564,-2.8227322
0xf71809,6.3587875,-3.0547137,-1.050896,0.4437545,-1.6211507,-2.9233527
0x2ec205,4.087458,-2.1897185,1.34991,-1.6517836,-0.9422053,-1.4080553
0x14a19b,6.792313,-2.9775105,-0.93834764,-0.36929595,-1.5306895,-2.629874
0x10b421,3.9203556,-2.9151177,-1.7155671,3.477472,-2.1495857,-3.0158198
0xf587af,6.7712374,-2.2160983,-1.4681227,-0.84095645,-1.7728926,-2.2582724
0xff2aa9,0.1288755,-2.2896042,1.8060737,2.3952413,-0.24243091,-2.6516082
0x205188,1.9012144,-2.6304803,-0.2212247,3.931217,-1.895011,-2.8275707
0x669563,-0.43598172,-3.0639462,4.8903623,-0.61390156,0.036006432,-1.6003652
0xd6272b,-0.9130604,-1.8512715,4.246227,-2.7694998,-1.7618675,1.6357666
0x58001d,4.852073,-2.8857026,0.6361616,-0.2960646,-0.76583266,-2.554772
0x792c8f,2.1984,-2.8802617,1.8512443,0.5308,-0.15995862,-2.1906304
0x0fd050,2.4228485,-3.0260556,-1.1703707,4.4337816,-2.038208,-3.0671968
0xc47eb1,-0.98406774,3.9983883,0.8757446,-3.0400722,-2.0872362,0.6977738
0x78b95e,-1.2544316,4.5455346,1.4241854,-2.1375043,-1.8015363,-0.92097247
0x852cf0,5.4244885,-2.6963234,0.2709509,-0.8763869,-1.1579556,-2.0444083
0x8e2c04,6.1602645,-2.19423,-0.32274225,-0.7876082,-1.969774,-2.3409102
0x4018f2,1.0870687,-3.6727924,3.6369102,-0.7017029,0.4585394,-1.4974562
0xde5761,-0.9305541,-2.348693,4.173446,-2.272424,0.020193394,0.20351271
0xbe86a8,-0.9258181,-2.0177534,5.0612535,-2.289575,-0.18054007,-0.6014182
0xbe605a,6.7746596,-2.8546596,-1.198146,-0.28210288,-1.300787,-3.034964
0xfbdd46,6.8065867,-2.6749835,-1.0356673,-0.8758599,-1.3980265,-2.5813193
0x73400d,1.2318652,-2.4721441,0.5701478,3.1970804,-1.976708,-2.396991
0x64e967,1.994411,-2.9355803,-1.0901085,4.0863323,-1.0002016,-3.0491924
0xfbe65c,-1.3244677,4.9875035,0.47374448,-2.4714413,-1.0269306,-0.46614352
0x968dce,-1.4246268,-2.7335036,5.440435,-1.289096,-0.571876,-0.35341614
0x6c69af,0.6969862,1.0538068,-0.20929487,-0.92629534,1.4257991,-1.3923684
0x86b76d,4.608649,-3.218056,-0.057108313,1.7649556,-0.9574586,-3.5543268
0xa8cf08,5.864589,-2.52325,-0.28456578,-1.0562001,-0.7507938,-2.2651758
0xceef97,6.9093075,-2.6750948,-1.4001608,-0.4101073,-1.5865117,-2.712797
0xd1eed8,-0.583415,-1.1653215,-0.14986521,4.5785947,-2.0110946,-2.2629147
0xeba3a8,1.1797974,-2.0284972,2.8498473,-1.046504,1.1360885,-2.2154288
0xd0f5d5,-0.9035906,-2.6441336,4.921063,-2.111086,0.2744256,-0.42600653
0x1e96fb,6.5875535,-2.609977,-0.8178934,-0.49763584,-1.4649698,-2.8051653
0xc38233,5.4774575,-3.0033927,0.8864689,-0.5005483,-1.3992765,-2.5733817
0x0a184d,0.5788587,-2.6559486,2.973624,-1.1873676,-0.42266083,0.060673952
0xcd19fd,-0.9963412,-3.0859985,5.332765,-1.3576505,-0.7566651,-0.016121164
0xc68686,-1.5648254,-1.5626454,2.6708696,-0.29770774,-0.89042646,0.9608698
0x5a573f,-0.8926275,-0.89069957,1.3249607,-0.7581467,-0.07033302,0.87773895
0xd1a1cf,6.129382,-2.1504974,-0.67257553,-1.0435058,-0.7055229,-2.810178
0xd0631d,5.454498,-2.5960069,-0.6852683,-0.6033287,-0.57345843,-2.4048867
0xd13f87,1.4114603,-3.002585,3.1676567,-1.8401443,0.18330973,-0.33605146
0x198d4f,-0.94861764,-1.3726659,0.02063139,4.691018,-2.0625436,-2.127383
0x1fee23,-0.07911289,-2.9286115,5.2668924,-1.6625458,-1.480171,-0.34934336
0x10df8e,6.7251363,-2.9814384,-1.2993563,0.2993996,-1.6791389,-2.9841208
0xcb0092,4.5763206,-2.8756511,0.20018634,0.2529515,-0.9340155,-2.2491333
0x4813c2,-0.82949626,-0.54652894,0.28267702,-1.9084172,-0.97038776,3.0324686
0x5f6a35,0.10524171,4.4606,0.06902748,-2.677858,-1.0435218,-1.1637028
0xb95901,-0.5005036,-3.032355,4.9546375,-1.4617735,-0.14831659,-0.72190684
0x0ca190,-0.8461902,-2.8090017,3.2422826,-1.6069348,1.3949078,0.38853267
0x75ce0b,2.2497685,-2.6359947,1.4919047,2.1866848,-0.7367506,-3.309302
0x9f278a,5.261116,-3.2404718,-1.4854659,2.1619892,-1.4048113,-3.3789942
0xf3c403,6.1393614,-3.436202,-0.88574547,0.9222435,-1.2534404,-3.4764225
0x6e0bd5,5.754527,-3.2457242,-1.8448386,1.8860255,-1.8564644,-3.1550677
0x59b3f9,1.1616446,-3.673543,3.7695718,-0.29780743,-0.27160406,-1.5578909
0x572251,-1.6879206,-2.0876925,5.3567576,-0.89670134,-1.6787395,-0.14488637
0x79b00b,3.961191,-2.1810195,0.39758226,1.3034657,-0.82547456,-3.280526
0xb097bf,6.457187,-2.6857903,-0.7472331,-0.60857564,-1.7332895,-2.2587554
0x9178d4,6.206949,-2.5965273,-0.5912571,0.10505103,-1.4477345,-3.089919
0x3c5fc7,-0.579865,-2.5455635,1.397928,3.683346,-1.4920743,-2.0072093
0xf26f89,6.487557,-2.726746,-0.9096176,0.052649222,-1.5755764,-3.006398
0xa54cfc,6.6094704,-2.2622108,-0.7843971,-1.1178828,-1.8298379,-2.2379665
0x67905b,-0.55706155,2.3184586,0.715449,-1.0767473,0.09330538,-0.70129
0x5af6d0,0.56254447,-2.4366503,-1.2137678,4.555456,-0.64265037,-3.2142038
0x840917,2.9887547,-2.2436018,1.8744698,-1.6896975,-1.3186511,-0.59021604
0x67fb20,1.686512,-0.2075542,-0.49332857,-0.63903093,1.7825923,-2.125689
0x62cc7f,4.219316,-1.5930136,0.83933437,-1.4170798,-0.559991,-2.1474502
0x35005f,-0.77840245,-1.5007412,0.637647,4.466242,-2.120793,-2.235438
0xf6c2e2,6.5463686,-2.8938859,-1.3880268,-0.053021535,-1.1655657,-2.9348989
0x2d5cc8,4.9513674,-3.7554162,0.9025977,0.73222506,-0.90978205,-3.350072
0x5ed608,-2.1859648,-1.616021,5.296654,-1.3756708,-1.2358088,-0.07251205
0x477e0a,2.1311762,-1.2587385,-0.6327802,2.6203027,-0.5616486,-3.1473222
0x436609,5.474961,-3.3341353,-0.41027662,0.58408415,-0.6882213,-3.1589003
0x78513e,2.4606128,-1.7177113,1.216663,0.42775196,-0.4931327,-2.3043034
0x66a10a,5.5637984,-2.0347834,-0.109102055,-1.4170969,-1.6908671,-1.487833
0x825df6,5.364492,-2.5616474,-0.7997374,0.5248121,-1.0311115,-3.077692
0x76dde6,-0.6319402,-1.3678968,0.09233783,-1.7563533,2.9632509,0.43916464
0xc3431d,5.8468,-1.268013,-1.8136818,-0.40356904,-0.9948367,-2.8388197
0x006977,6.593452,-2.773529,-1.2082288,0.19024932,-1.6145211,-2.944694
0x7630df,5.9395266,-2.482666,-0.92364496,0.27667665,-1.0872171,-3.0764563
0xbcd811,6.7584643,-2.969928,-0.93300873,-0.32699144,-1.2087171,-3.033928
0x1c34df,0.099649794,-2.6711783,-0.0013032932,-0.59018517,4.3030844,-1.7053158
0xd55df2,3.8832202,-3.0365298,0.9082646,0.43237948,-0.940403,-2.1723716
0xe2569f,6.281332,-2.779293,-0.3547664,-0.8905123,-1.025261,-2.5677767
0xee43dd,-0.618285,3.2248185,-0.74823505,0.17860614,0.4628212,-2.2632623
0x73530a,6.839244,-2.6277347,-1.3476691,-0.24745232,-1.7224783,-2.7873497
0x1a3afc,2.3672268,-1.1646078,0.24590634,-0.41743433,0.16481586,-1.2955889
0x859232,-0.23887466,-0.48480824,-0.08483266,-3.0793357,1.9777976,1.316153
0x537154,4.1892676,-1.9693669,-0.13051449,0.6061218,-1.2552892,-2.4442751
0x442893,4.6004033,-1.0054907,-0.3262774,-0.86966413,-0.5496288,-2.8187685
0xc52081,-2.034885,-0.3213489,2.4334786,-1.6493543,1.3402927,-0.066453576
0x149fc5,-0.380752,-2.6429372,4.3459373,-0.6738193,0.6908097,-1.5643582
0x8456e6,3.0940611,-2.8323865,0.23490672,2.005343,-1.0882534,-2.6861112
0x3dceb6,6.6214495,-3.2953916,-0.9925067,0.29008734,-1.4680601,-3.0225532
0xf8560b,-0.2362006,-2.1716697,-0.18542299,-1.1176994,4.329083,-1.0516981
0x7f9e73,1.6311969,-3.355592,3.6920056,-0.7795116,0.38300368,-2.1336448
0x17df9a,-0.5155742,-0.41323248,-1.1271905,-0.834996,3.7582266,-1.1337866
0x6ac67f,2.3356624,-2.9215162,-1.1350439,3.8901784,-1.4546355,-2.7542307
0xa86fdc,-0.13740735,-2.0966063,2.84297,-2.2736268,0.79759467,0.90645665
0x2d74e7,6.2151217,-1.7577342,-0.56662405,-1.2277235,-1.7237889,-2.3310032
0x0c14d5,-0.64548516,-2.283871,1.9094372,-1.2507594,1.2735296,0.96041965
0x17d5b2,6.8652225,-2.880332,-0.5167207,-0.67855984,-1.624481,-2.5823252
0xe578d1,-0.96800154,4.9206123,-0.9971237,-2.0959847,0.4270362,-1.0168264
0x376df7,6.1705074,-3.2371674,-0.933454,0.53597313,-1.1964567,-3.2505555
0xad44b5,4.072026,-2.5643234,1.4870136,-1.799451,-0.9899985,-1.0351392
0xf84c46,0.94685876,-3.4701223,4.5861382,-0.8443185,-0.5470102,-1.6888763
0x2cf8f4,-1.3616205,-2.6749337,3.0039017,-0.7540886,0.43755707,1.0785558
0x10e18a,-1.6180775,-2.201553,5.3202605,-2.3854868,-1.2439644,0.78797597
0x2aaf57,5.8481965,-2.9656973,-1.2396929,0.6666637,-0.93881714,-3.2498286
0x13ec1e,4.2183995,-2.1337018,0.30900878,-1.4156121,0.17878588,-2.086708
0xb7d0ae,1.8243004,-2.9207013,2.5059772,0.27770716,0.13762002,-2.240897
0xcabadb,6.90941,-2.5563612,-1.2824934,-0.6548784,-1.5281358,-2.5933883
0xe123da,0.80594116,-1.7789865,0.5970012,2.3541262,-0.44874683,-2.2843006
0x517238,6.4599023,-2.3205383,-0.84293133,-0.9487768,-1.406092,-2.4658604
0x4343be,5.03478,-2.3881667,-0.7267104,0.26200855,0.13289312,-3.2133408
0x5c0a8d,-1.0892235,-3.1986244,4.3708277,0.4553045,-0.27067104,-1.1005172
0xb1c334,6.286742,-2.120309,-0.94580203,-0.9658994,-1.3456309,-2.4736
0x764d52,0.2090752,-2.0671327,0.46052852,-1.1125675,3.9661002,-1.6007862
0xe64667,-0.7236362,-1.987547,5.152951,-1.7271161,-1.058769,-0.91342
0x53b078,5.8518624,-3.6101696,-0.784639,0.78049105,-0.80270404,-3.2663062
0xcd3b72,2.3307285,-2.6268337,0.25753194,3.1543577,-0.6311997,-3.5968373
0x78d504,6.4575806,-1.9068052,-1.2751769,-1.2917995,-1.8506464,-1.7440364
0xe862f9,6.3009005,-2.7771964,-0.89752334,0.3899929,-1.5991242,-3.210843
0xe9d943,5.3849854,-2.1535666,0.59316623,-2.585059,-0.9930579,-1.4187175
0x94ce3a,0.96245897,-3.3944747,4.1963263,0.7671871,-0.42744067,-2.6301625
0x50fede,-0.8527855,-1.4188315,3.0711403,-2.403997,-0.540235,1.3095182
0x5377b9,-0.78913707,-0.7643433,0.46615994,-1.6668322,-1.1299943,2.9494226
0xe20497,-1.8242118,-2.6120162,5.178094,-1.7719655,-0.7699418,0.6102341
0x05febd,-0.90084094,-2.9888756,2.7715778,0.41123703,0.48190054,0.009496716
0xeba6cd,3.7840517,-2.5629213,1.523294,-1.362924,-1.0415007,-1.3060625
0x8b4b93,4.740922,-1.5939127,-0.42683998,-1.0941838,-0.89289117,-1.579489
0x2cd89c,6.4016376,-2.6808794,-0.5065186,-0.83798337,-1.4714357,-2.3422365
0x70be1c,5.084502,-1.5486,-1.344427,-0.1582297,-0.2805917,-2.9569516
0x6c393e,5.2290564,-2.4238982,-0.84872764,0.60321164,-0.9370135,-2.9125185
0xc47fb7,6.3238463,-2.9723883,-1.2338225,0.17060044,-1.1243467,-3.0116992
0xc734e3,4.918687,-3.1771917,1.3299115,-1.0316609,-1.0178388,-1.9611435
0x86b422,5.092963,-2.980726,-0.14405353,0.8684703,-0.9810913,-2.9300232
0x465dee,0.41452518,0.4857788,1.1524075,-1.930144,0.01971225,0.08282749
0x2cde72,1.3006778,-3.1234295,3.2200346,0.1915737,-0.35761434,-1.6332566
0xcbe987,6.520702,-2.5335004,-0.98395365,-0.5726901,-1.062442,-2.8744612
0xc4a9b6,5.007036,-2.3806388,-0.056193378,-0.10986779,-0.64157456,-2.6825488
0xd2939c,2.8457124,-3.3934603,1.3962461,1.6161861,-0.59584844,-2.8704975
0x7630e1,6.9778748,-2.5899155,-1.1440237,-0.7895989,-1.692279,-2.5037606
0x146565,-2.000007,-2.0279405,3.3447304,-1.6500957,-0.70871675,2.2971663
0xd3f515,-2.0835462,-1.4928641,3.2765052,-1.7818118,0.29404142,1.452725
0xbe7b91,-0.0134500675,-1.1452336,0.66508627,1.2889112,0.38679543,-1.5372647
0x253369,4.745891,-2.7962387,0.451538,-0.5086449,-0.6137996,-2.2724833
0x294b5b,6.2932773,-2.2658749,-1.3239882,-0.040749103,-1.3307238,-3.048114
0x83e148,6.4311986,-2.8459542,-0.66223586,-0.5583377,-1.5119869,-2.586498
